Name,Age,Overall Rating,Potential,Team,Contract expiry,Height,Weight,Strong foot,Value,Full Name,date,year
Merino,25,83,87,Real Sociedad,2018 ~ 2025,189cm,83kg,Left,€50M,Mikel Merino Zazón,"Nov 9, 2021",FIFA 22
Gayà,26,83,86,Valencia CF,2012 ~ 2023,172cm,66kg,Left,€43.5M,José Luís Gayà Peña,"Nov 9, 2021",FIFA 22
L. Ocampos,26,83,83,Sevilla FC,2019 ~ 2024,188cm,84kg,Right,€39.5M,Lucas Ocampos,"Nov 9, 2021",FIFA 22
J. Koundé,22,83,89,Sevilla FC,2019 ~ 2024,181cm,75kg,Right,€53M,Jules Koundé,"Nov 9, 2021",FIFA 22
B. Leno,29,82,83,Arsenal,2018 ~ 2023,190cm,83kg,Right,€23.5M,Bernd Leno,"Nov 9, 2021",FIFA 22
A. Lacazette,30,82,82,Arsenal,2017 ~ 2022,175cm,73kg,Right,€30M,Alexandre Lacazette,"Nov 9, 2021",FIFA 22
M. Ødegaard,22,82,88,Arsenal,2021 ~ 2026,178cm,68kg,Left,€49M,Martin Ødegaard,"Nov 9, 2021",FIFA 22
L. Bailey,23,82,86,Aston Villa,2021 ~ 2025,178cm,77kg,Left,€43.5M,Leon Bailey,"Nov 9, 2021",FIFA 22
Saúl,26,82,85,Chelsea,"Jun 30, 2022 On Loan",184cm,75kg,Left,€39.5M,Saúl Ñíguez Esclápez,"Nov 9, 2021",FIFA 22
C. Pulisic,22,82,88,Chelsea,2019 ~ 2024,177cm,69kg,Right,€49M,Christian Pulisic,"Nov 9, 2021",FIFA 22
B. Chilwell,24,82,86,Chelsea,2020 ~ 2025,178cm,77kg,Left,€40.5M,Ben Chilwell,"Nov 9, 2021",FIFA 22
Richarlison,24,82,87,Everton,2018 ~ 2024,181cm,71kg,Right,€46.5M,Richarlison de Andrade,"Nov 9, 2021",FIFA 22
Raphinha,24,82,87,Leeds United,2020 ~ 2024,177cm,68kg,Left,€46M,Raphael Dias Belloli,"Nov 9, 2021",FIFA 22
Diogo Jota,24,82,87,Liverpool,2020 ~ 2025,178cm,73kg,Right,€46M,Diogo José Teixeira da Silva,"Nov 9, 2021",FIFA 22
J. Gomez,24,82,88,Liverpool,2015 ~ 2024,188cm,77kg,Right,€43.5M,Joe Gomez,"Nov 9, 2021",FIFA 22
Fernandinho,36,82,82,Manchester City,2013 ~ 2022,179cm,67kg,Right,€6M,Fernando Luiz Rosa,"Nov 9, 2021",FIFA 22
Ferran Torres,21,82,90,Manchester City,2020 ~ 2025,184cm,77kg,Right,€68.5M,Ferran Torres García,"Nov 9, 2021",FIFA 22
P. Gollini,26,82,86,Tottenham Hotspur,"Jun 30, 2022 On Loan",194cm,94kg,Right,€33M,Pierluigi Gollini,"Nov 9, 2021",FIFA 22
P. Højbjerg,25,82,84,Tottenham Hotspur,2020 ~ 2025,187cm,84kg,Right,€34.5M,Pierre-Emile Højbjerg,"Nov 9, 2021",FIFA 22
C. Romero,23,82,87,Tottenham Hotspur,"Jun 30, 2022 On Loan",185cm,79kg,Right,€41.5M,Cristian Romero,"Nov 9, 2021",FIFA 22
T. Ndombele,24,82,87,Tottenham Hotspur,2019 ~ 2024,179cm,76kg,Right,€46M,Tanguy Ndombele,"Nov 9, 2021",FIFA 22
Ł. Fabiański,36,82,82,West Ham United,2018 ~ 2022,190cm,83kg,Right,€3.4M,Łukasz Fabiański,"Nov 9, 2021",FIFA 22
A. Areola,28,82,84,West Ham United,"Jun 30, 2022 On Loan",195cm,94kg,Right,€26M,Alphonse Areola,"Nov 9, 2021",FIFA 22
D. Rice,22,82,87,West Ham United,2016 ~ 2024,185cm,80kg,Right,€43M,Declan Rice,"Nov 9, 2021",FIFA 22
T. Souček,26,82,85,West Ham United,2020 ~ 2024,192cm,86kg,Right,€36M,Tomáš Souček,"Nov 9, 2021",FIFA 22
J. Maddison,24,82,84,Leicester City,2018 ~ 2024,175cm,73kg,Right,€39.5M,James Maddison,"Nov 9, 2021",FIFA 22
Rúben Neves,24,82,87,Wolverhampton Wanderers,2017 ~ 2024,180cm,80kg,Right,€46M,Rúben Diogo da Silva Neves,"Nov 9, 2021",FIFA 22
W. Zaha,28,82,82,Crystal Palace,2015 ~ 2023,180cm,66kg,Right,€30.5M,Wilfried Zaha,"Nov 9, 2021",FIFA 22
A. Lopes,30,82,82,Olympique Lyonnais,2011 ~ 2023,184cm,81kg,Left,€20.5M,Anthony Lopes,"Nov 9, 2021",FIFA 22
Lucas Paquetá,23,82,87,Olympique Lyonnais,2020 ~ 2025,180cm,72kg,Left,€46M,Lucas Tolentino Coelho de Lima,"Nov 9, 2021",FIFA 22
K. Volland,28,82,82,AS Monaco,2020 ~ 2024,179cm,85kg,Left,€31M,Kevin Volland,"Nov 9, 2021",FIFA 22
I. Gueye,31,82,82,Paris Saint-Germain,2019 ~ 2023,174cm,66kg,Right,€21.5M,Idrissa Gueye,"Nov 9, 2021",FIFA 22
Juan Bernat,28,82,82,Paris Saint-Germain,2018 ~ 2025,170cm,67kg,Left,€27.5M,Juan Bernat Velasco,"Nov 9, 2021",FIFA 22
D. Upamecano,22,82,90,FC Bayern München,2021 ~ 2026,186cm,90kg,Right,€64M,Dayot Upamecano,"Nov 9, 2021",FIFA 22
T. Hazard,28,82,82,Borussia Dortmund,2019 ~ 2024,175cm,71kg,Right,€30.5M,Thorgan Hazard,"Nov 9, 2021",FIFA 22
E. Can,27,82,83,Borussia Dortmund,2020 ~ 2024,186cm,86kg,Right,€35M,Emre Can,"Nov 9, 2021",FIFA 22
L. Stindl,32,82,82,Borussia Mönchengladbach,2015 ~ 2023,181cm,80kg,Right,€24M,Lars Stindl,"Nov 9, 2021",FIFA 22
K. Trapp,30,82,82,Eintracht Frankfurt,2019 ~ 2024,189cm,88kg,Right,€20.5M,Kevin Trapp,"Nov 9, 2021",FIFA 22
O. Baumann,31,82,82,TSG Hoffenheim,2014 ~ 2023,187cm,82kg,Right,€16M,Oliver Baumann,"Nov 9, 2021",FIFA 22
C. Nkunku,23,82,87,RB Leipzig,2019 ~ 2024,179cm,72kg,Right,€46M,Christopher Nkunku,"Nov 9, 2021",FIFA 22
Dani Olmo,23,82,87,RB Leipzig,2020 ~ 2024,179cm,72kg,Right,€46M,Daniel Olmo Carvajal,"Nov 9, 2021",FIFA 22
L. Muriel,30,82,82,Atalanta,2019 ~ 2024,179cm,79kg,Right,€30M,Luis Muriel,"Nov 9, 2021",FIFA 22
M. de Roon,30,82,82,Atalanta,2017 ~ 2024,185cm,76kg,Right,€25.5M,Marten de Roon,"Nov 9, 2021",FIFA 22
C. Eriksen,29,82,82,Inter,2020 ~ 2024,181cm,76kg,Right,€29.5M,Christian Eriksen,"Nov 9, 2021",FIFA 22
H. Çalhanoğlu,27,82,83,Inter,2021 ~ 2024,178cm,76kg,Right,€35M,Hakan Çalhanoğlu,"Nov 9, 2021",FIFA 22
D. Dumfries,25,82,84,Inter,2021 ~ 2025,188cm,80kg,Right,€35M,Denzel Dumfries,"Nov 9, 2021",FIFA 22
M. Locatelli,23,82,87,Juventus,2021 ~ 2023,185cm,75kg,Right,€42M,Manuel Locatelli,"Nov 9, 2021",FIFA 22
Arthur,24,82,84,Juventus,2020 ~ 2024,171cm,73kg,Right,€39.5M,Arthur Henrique Ramos Oliveira Melo,"Nov 9, 2021",FIFA 22
A. Romagnoli,26,82,82,AC Milan,2015 ~ 2022,185cm,75kg,Left,€29M,Alessio Romagnoli,"Nov 9, 2021",FIFA 22
A. Rebić,27,82,82,AC Milan,2020 ~ 2025,185cm,78kg,Right,€32.5M,Ante Rebić,"Nov 9, 2021",FIFA 22
K. Manolas,30,82,82,Napoli,2019 ~ 2024,189cm,83kg,Right,€25M,Kostas Manolas,"Nov 9, 2021",FIFA 22
Fabián,25,82,86,Napoli,2018 ~ 2023,189cm,70kg,Left,€42M,Fabián Ruiz Peña,"Nov 9, 2021",FIFA 22
Rui Patrício,33,82,82,Roma,2021 ~ 2024,190cm,84kg,Left,€10M,Rui Pedro dos Santos Patrício,"Nov 9, 2021",FIFA 22
H. Mkhitaryan,32,82,82,Roma,2020 ~ 2022,177cm,75kg,Right,€24M,Henrikh Mkhitaryan,"Nov 9, 2021",FIFA 22
J. Veretout,28,82,82,Roma,2019 ~ 2024,177cm,67kg,Right,€27M,Jordan Veretout,"Nov 9, 2021",FIFA 22
L. Pellegrini,25,82,86,Roma,2017 ~ 2026,186cm,77kg,Right,€42.5M,Lorenzo Pellegrini,"Nov 9, 2021",FIFA 22
D. Berardi,26,82,82,U.S. Sassuolo Calcio,2012 ~ 2024,183cm,72kg,Left,€33.5M,Domenico Berardi,"Nov 9, 2021",FIFA 22
Mario Hermoso,26,82,85,Atlético de Madrid,2019 ~ 2024,185cm,76kg,Left,€35.5M,Mario Hermoso Canseco,"Nov 9, 2021",FIFA 22
Coutinho,29,82,82,FC Barcelona,2018 ~ 2023,172cm,68kg,Right,€30M,Philippe Coutinho Correia,"Nov 9, 2021",FIFA 22
G. Bale,31,82,82,Real Madrid CF,2013 ~ 2022,185cm,82kg,Left,€25M,Gareth Bale,"Nov 9, 2021",FIFA 22
Isco,29,82,82,Real Madrid CF,2013 ~ 2022,176cm,79kg,Right,€30M,Francisco Román Alarcón Suárez,"Nov 9, 2021",FIFA 22
Éder Militão,23,82,89,Real Madrid CF,2019 ~ 2025,186cm,78kg,Right,€56.5M,Éder Gabriel Militão,"Nov 9, 2021",FIFA 22
Yuri Berchiche,31,82,82,Athletic Club de Bilbao,2018 ~ 2024,181cm,80kg,Left,€22M,Yuri Berchiche Izeta,"Nov 9, 2021",FIFA 22
Unai Simón,24,82,86,Athletic Club de Bilbao,2015 ~ 2025,190cm,89kg,Right,€34.5M,Unai Simón Mendibil,"Nov 9, 2021",FIFA 22
Portu,29,82,82,Real Sociedad,2019 ~ 2024,167cm,66kg,Right,€30M,Cristian Portugues Manzanera,"Nov 9, 2021",FIFA 22
A. Isak,21,82,86,Real Sociedad,2019 ~ 2026,192cm,77kg,Right,€45M,Alexander Isak,"Nov 9, 2021",FIFA 22
Gabriel Paulista,30,82,82,Valencia CF,2017 ~ 2024,185cm,72kg,Right,€25M,Gabriel Armando de Abreu,"Nov 9, 2021",FIFA 22
I. Rakitić,33,82,82,Sevilla FC,2020 ~ 2024,184cm,78kg,Right,€18.5M,Ivan Rakitić,"Nov 9, 2021",FIFA 22
Suso,27,82,82,Sevilla FC,2020 ~ 2025,176cm,70kg,Left,€32.5M,Jesús Joaquín Fernández Sáez,"Nov 9, 2021",FIFA 22
Y. Bounou,30,82,82,Sevilla FC,2020 ~ 2024,192cm,78kg,Left,€20.5M,Yassine Bounou,"Nov 9, 2021",FIFA 22
Diego Carlos,28,82,84,Sevilla FC,2019 ~ 2024,185cm,86kg,Right,€30.5M,Diego Carlos Santos Silva,"Nov 9, 2021",FIFA 22
Y. En-Nesyri,24,82,86,Sevilla FC,2020 ~ 2025,188cm,78kg,Left,€44M,Youssef En-Nesyri,"Nov 9, 2021",FIFA 22
Raúl Albiol,35,82,82,Villarreal CF,2019 ~ 2022,190cm,82kg,Right,€8M,Raúl Albiol Tortajada,"Nov 9, 2021",FIFA 22
Sergio Asenjo,32,82,82,Villarreal CF,2014 ~ 2022,189cm,87kg,Right,€15M,Sergio Asenjo Andrés,"Nov 9, 2021",FIFA 22
Pau Torres,24,82,89,Villarreal CF,2016 ~ 2024,191cm,80kg,Left,€56.5M,Pau Francisco Torres,"Nov 9, 2021",FIFA 22
Campaña,28,82,82,Levante Unión Deportiva,2016 ~ 2023,179cm,70kg,Right,€30.5M,José Gómez Campaña,"Nov 9, 2021",FIFA 22
D. Ings,28,81,81,Aston Villa,2021 ~ 2024,178cm,73kg,Right,€26.5M,Danny Ings,"Nov 9, 2021",FIFA 22
A. Christensen,25,81,85,Chelsea,2013 ~ 2022,188cm,81kg,Right,€32M,Andreas Christensen,"Nov 9, 2021",FIFA 22
R. James,21,81,86,Chelsea,2017 ~ 2025,178cm,87kg,Right,€37M,Reece James,"Nov 9, 2021",FIFA 22
D. Calvert-Lewin,24,81,85,Everton,2016 ~ 2025,187cm,71kg,Right,€37.5M,Dominic Calvert-Lewin,"Nov 9, 2021",FIFA 22
K. Phillips,25,81,85,Leeds United,2014 ~ 2024,178cm,72kg,Right,€32.5M,Kalvin Phillips,"Nov 9, 2021",FIFA 22
A. Martial,25,81,84,Manchester United,2015 ~ 2024,184cm,76kg,Right,€34.5M,Anthony Martial,"Nov 9, 2021",FIFA 22
Alex Telles,28,81,81,Manchester United,2020 ~ 2024,181cm,71kg,Left,€23.5M,Alex Nicolao Telles,"Nov 9, 2021",FIFA 22
D. van de Beek,24,81,86,Manchester United,2020 ~ 2025,184cm,74kg,Right,€38.5M,Donny van de Beek,"Nov 9, 2021",FIFA 22
M. Dúbravka,32,81,81,Newcastle United,2018 ~ 2025,190cm,80kg,Right,€13M,Martin Dúbravka,"Nov 9, 2021",FIFA 22
J. Ward-Prowse,26,81,82,Southampton,2011 ~ 2026,173cm,66kg,Right,€30M,James Ward-Prowse,"Nov 9, 2021",FIFA 22
Lucas Moura,28,81,81,Tottenham Hotspur,2018 ~ 2024,174cm,70kg,Right,€26M,Lucas Rodrigues M. Silva,"Nov 9, 2021",FIFA 22
Reguilón,24,81,84,Tottenham Hotspur,2020 ~ 2025,178cm,68kg,Left,€32.5M,Sergio Reguilón Rodríguez,"Nov 9, 2021",FIFA 22
K. Zouma,26,81,84,West Ham United,2021 ~ 2025,190cm,95kg,Right,€30M,Kurt Zouma,"Nov 9, 2021",FIFA 22
J. Tarkowski,28,81,82,Burnley,2016 ~ 2022,188cm,81kg,Right,€24.5M,James Tarkowski,"Nov 9, 2021",FIFA 22
Cucurella,22,81,87,Brighton & Hove Albion,2021 ~ 2026,172cm,66kg,Left,€41.5M,Marc Cucurella Saseta,"Nov 9, 2021",FIFA 22
B. Yılmaz,35,81,81,LOSC Lille,2020 ~ 2022,188cm,77kg,Right,€11M,Burak Yılmaz,"Nov 9, 2021",FIFA 22
José Fonte,37,81,81,LOSC Lille,2018 ~ 2022,191cm,84kg,Right,€4.6M,José Miguel da Rocha Fonte,"Nov 9, 2021",FIFA 22
B. André,30,81,81,LOSC Lille,2019 ~ 2023,180cm,74kg,Right,€21.5M,Benjamin André,"Nov 9, 2021",FIFA 22
H. Aouar,23,81,85,Olympique Lyonnais,2016 ~ 2023,175cm,70kg,Right,€37M,Houssem Aouar,"Nov 9, 2021",FIFA 22
A. Delort,29,81,81,OGC Nice,2021 ~ 2024,181cm,83kg,Right,€25.5M,Andy Delort,"Nov 9, 2021",FIFA 22
Danilo Pereira,29,81,81,Paris Saint-Germain,2020 ~ 2025,188cm,83kg,Right,€22M,Danilo Luís Hélio Pereira,"Nov 9, 2021",FIFA 22
L. Paredes,27,81,83,Paris Saint-Germain,2019 ~ 2023,180cm,75kg,Right,€28M,Leandro Paredes,"Nov 9, 2021",FIFA 22
A. Milik,27,81,82,Olympique de Marseille,"Jun 30, 2022 On Loan",186cm,78kg,Left,€30M,Arkadiusz Milik,"Nov 9, 2021",FIFA 22
J. Brandt,25,81,85,Borussia Dortmund,2019 ~ 2024,185cm,83kg,Right,€36M,Julian Brandt,"Nov 9, 2021",FIFA 22
M. Akanji,25,81,84,Borussia Dortmund,2018 ~ 2023,187cm,91kg,Right,€30.5M,Manuel Akanji,"Nov 9, 2021",FIFA 22
F. Neuhaus,24,81,85,Borussia Mönchengladbach,2017 ~ 2024,185cm,74kg,Right,€36.5M,Florian Neuhaus,"Nov 9, 2021",FIFA 22
M. Diaby,21,81,88,Bayer 04 Leverkusen,2019 ~ 2025,170cm,68kg,Left,€52.5M,Moussa Diaby,"Nov 9, 2021",FIFA 22
E. Tapsoba,22,81,88,Bayer 04 Leverkusen,2020 ~ 2026,194cm,85kg,Right,€48.5M,Edmond Tapsoba,"Nov 9, 2021",FIFA 22
M. Arnold,27,81,82,VfL Wolfsburg,2011 ~ 2026,184cm,74kg,Left,€26.5M,Maximilian Arnold,"Nov 9, 2021",FIFA 22
K. Kampl,30,81,81,RB Leipzig,2017 ~ 2023,178cm,66kg,Right,€24.5M,Kevin Kampl,"Nov 9, 2021",FIFA 22
W. Orban,28,81,82,RB Leipzig,2015 ~ 2025,186cm,87kg,Right,€24.5M,Willi Orban,"Nov 9, 2021",FIFA 22
E. Forsberg,29,81,81,RB Leipzig,2015 ~ 2025,177cm,76kg,Right,€25.5M,Emil Forsberg,"Nov 9, 2021",FIFA 22
K. Laimer,24,81,85,RB Leipzig,2017 ~ 2023,180cm,72kg,Right,€33.5M,Konrad Laimer,"Nov 9, 2021",FIFA 22
N. Mukiele,23,81,85,RB Leipzig,2018 ~ 2023,187cm,84kg,Right,€34.5M,Nordi Mukiele,"Nov 9, 2021",FIFA 22
J. Musso,27,81,82,Atalanta,2021 ~ 2025,191cm,93kg,Right,€22M,Juan Musso,"Nov 9, 2021",FIFA 22
H. Hateboer,27,81,81,Atalanta,2017 ~ 2023,185cm,72kg,Right,€25M,Hans Hateboer,"Nov 9, 2021",FIFA 22
R. Malinovskyi,28,81,81,Atalanta,2019 ~ 2023,181cm,79kg,Left,€26.5M,Ruslan Malinovskyi,"Nov 9, 2021",FIFA 22
I. Perišić,32,81,81,Inter,2015 ~ 2022,186cm,80kg,Right,€20.5M,Ivan Perišić,"Nov 9, 2021",FIFA 22
A. Vidal,34,81,81,Inter,2020 ~ 2022,180cm,75kg,Right,€12M,Arturo Vidal,"Nov 9, 2021",FIFA 22
J. Correa,26,81,82,Inter,"Jun 30, 2022 On Loan",189cm,75kg,Right,€31M,Joaquín Correa,"Nov 9, 2021",FIFA 22
Danilo,29,81,81,Juventus,2019 ~ 2024,184cm,78kg,Right,€22.5M,Danilo Luiz da Silva,"Nov 9, 2021",FIFA 22
A. Rabiot,26,81,82,Juventus,2019 ~ 2023,192cm,80kg,Left,€30M,Adrien Rabiot,"Nov 9, 2021",FIFA 22
D. Kulusevski,21,81,88,Juventus,2019 ~ 2024,186cm,75kg,Left,€52.5M,Dejan Kulusevski,"Nov 9, 2021",FIFA 22
M. Lazzari,27,81,81,Lazio,2019 ~ 2024,174cm,67kg,Right,€25M,Manuel Lazzari,"Nov 9, 2021",FIFA 22
P. Zieliński,27,81,82,Napoli,2016 ~ 2024,180cm,75kg,Right,€29.5M,Piotr Zieliński,"Nov 9, 2021",FIFA 22
M. Politano,27,81,81,Napoli,2021 ~ 2024,171cm,67kg,Left,€27.5M,Matteo Politano,"Nov 9, 2021",FIFA 22
H. Lozano,25,81,82,Napoli,2019 ~ 2024,175cm,70kg,Right,€31M,Hirving Lozano,"Nov 9, 2021",FIFA 22
V. Osimhen,22,81,89,Napoli,2020 ~ 2025,185cm,78kg,Right,€58.5M,Victor Osimhen,"Nov 9, 2021",FIFA 22
A. Belotti,27,81,82,Torino F.C.,2015 ~ 2022,181cm,84kg,Right,€30M,Andrea Belotti,"Nov 9, 2021",FIFA 22
M. Arnautović,32,81,81,Bologna,2021 ~ 2024,192cm,83kg,Right,€21M,Marko Arnautović,"Nov 9, 2021",FIFA 22
A. Cragno,27,81,82,Cagliari,2014 ~ 2024,184cm,78kg,Right,€22M,Alessio Cragno,"Nov 9, 2021",FIFA 22
S. Sirigu,34,81,81,Genoa,2021 ~ 2022,192cm,85kg,Right,€4.4M,Salvatore Sirigu,"Nov 9, 2021",FIFA 22
H. Herrera,31,81,81,Atlético de Madrid,2019 ~ 2022,185cm,78kg,Right,€21M,Héctor Herrera,"Nov 9, 2021",FIFA 22
Renan Lodi,23,81,86,Atlético de Madrid,2019 ~ 2025,173cm,70kg,Left,€36.5M,Renan Augusto Lodi dos Santos,"Nov 9, 2021",FIFA 22
Neto,31,81,81,FC Barcelona,2019 ~ 2023,190cm,84kg,Right,€13.5M,Norberto Murara Neto,"Nov 9, 2021",FIFA 22
Sergi Roberto,29,81,81,FC Barcelona,2013 ~ 2022,178cm,68kg,Right,€22.5M,Sergio Roberto Carnicer,"Nov 9, 2021",FIFA 22
C. Lenglet,26,81,85,FC Barcelona,2018 ~ 2026,186cm,81kg,Left,€31.5M,Clément Lenglet,"Nov 9, 2021",FIFA 22
Pedri,18,81,91,FC Barcelona,2020 ~ 2026,174cm,61kg,Right,€54M,Pedro González López,"Nov 9, 2021",FIFA 22
Nacho Fernández,31,81,81,Real Madrid CF,2010 ~ 2023,180cm,76kg,Right,€17.5M,José Ignacio Fernández Iglesias,"Nov 9, 2021",FIFA 22
Lucas Vázquez,30,81,81,Real Madrid CF,2015 ~ 2024,173cm,70kg,Right,€22M,Lucas Vázquez Iglesias,"Nov 9, 2021",FIFA 22
Vinícius Jr.,20,81,90,Real Madrid CF,2018 ~ 2025,176cm,73kg,Right,€56.5M,Vinícius José de Oliveira Júnior,"Nov 9, 2021",FIFA 22
Iñigo Martínez,30,81,81,Athletic Club de Bilbao,2018 ~ 2023,182cm,77kg,Left,€21M,Iñigo Martínez Berridi,"Nov 9, 2021",FIFA 22
Iñaki Williams,27,81,82,Athletic Club de Bilbao,2012 ~ 2028,186cm,80kg,Right,€30M,Iñaki Williams Arthuer,"Nov 9, 2021",FIFA 22
Joaquín,39,81,81,Real Betis Balompié,2015 ~ 2022,179cm,75kg,Right,€8.5M,Joaquín Sánchez Rodríguez,"Nov 9, 2021",FIFA 22
Rui Silva,27,81,84,Real Betis Balompié,2021 ~ 2026,191cm,91kg,Right,€25.5M,Rui Tiago Dantas da Silva,"Nov 9, 2021",FIFA 22
A. Januzaj,26,81,81,Real Sociedad,2017 ~ 2022,186cm,76kg,Left,€28M,Adnan Januzaj,"Nov 9, 2021",FIFA 22
Álex Remiro,26,81,84,Real Sociedad,2019 ~ 2023,191cm,83kg,Right,€26M,Alejandro Remiro Gargallo,"Nov 9, 2021",FIFA 22
J. Cillessen,32,81,81,Valencia CF,2019 ~ 2023,185cm,83kg,Right,€13M,Jasper Cillessen,"Nov 9, 2021",FIFA 22
Gonçalo Guedes,24,81,86,Valencia CF,2018 ~ 2024,179cm,68kg,Right,€39M,Gonçalo Manuel Ganchinho Guedes,"Nov 9, 2021",FIFA 22
Carlos Soler,24,81,88,Valencia CF,2015 ~ 2023,180cm,76kg,Right,€51.5M,Carlos Soler Barragán,"Nov 9, 2021",FIFA 22
T. Delaney,29,81,81,Sevilla FC,2021 ~ 2025,182cm,79kg,Left,€22M,Thomas Delaney,"Nov 9, 2021",FIFA 22
Paco Alcácer,27,81,81,Villarreal CF,2020 ~ 2025,175cm,70kg,Right,€28M,Francisco Alcácer García,"Nov 9, 2021",FIFA 22
G. Rulli,29,81,81,Villarreal CF,2020 ~ 2024,189cm,84kg,Right,€17.5M,Gerónimo Rulli,"Nov 9, 2021",FIFA 22
Aitor,30,81,81,Levante Unión Deportiva,2018 ~ 2023,182cm,78kg,Right,€17M,Aitor Fernández,"Nov 9, 2021",FIFA 22
Morales,33,81,81,Levante Unión Deportiva,2011 ~ 2023,180cm,70kg,Right,€16.5M,José Luis Morales Nogales,"Nov 9, 2021",FIFA 22
D. Djené,29,81,82,Getafe CF,2017 ~ 2023,178cm,72kg,Right,€24M,Dakonam Djené,"Nov 9, 2021",FIFA 22
David Soria,28,81,82,Getafe CF,2018 ~ 2022,192cm,85kg,Right,€20.5M,David Soria Solís,"Nov 9, 2021",FIFA 22
D. Machís,28,81,81,Granada CF,2019 ~ 2022,174cm,74kg,Right,€26M,Darwin Machís,"Nov 9, 2021",FIFA 22
N. Pépé,26,80,81,Arsenal,2019 ~ 2024,183cm,73kg,Left,€25M,Nicolas Pépé,"Nov 9, 2021",FIFA 22
K. Tierney,24,80,86,Arsenal,2019 ~ 2024,178cm,70kg,Left,€31M,Kieran Tierney,"Nov 9, 2021",FIFA 22
Gabriel,23,80,86,Arsenal,2020 ~ 2025,190cm,87kg,Left,€30M,Gabriel dos S. Magalhães,"Nov 9, 2021",FIFA 22
B. Saka,19,80,88,Arsenal,2018 ~ 2025,178cm,65kg,Left,€45.5M,Bukayo Saka,"Nov 9, 2021",FIFA 22
Marcos Alonso,30,80,80,Chelsea,2016 ~ 2023,188cm,85kg,Left,€18M,Marcos Alonso Mendoza,"Nov 9, 2021",FIFA 22
M. Keane,28,80,81,Everton,2017 ~ 2025,191cm,82kg,Right,€20M,Michael Keane,"Nov 9, 2021",FIFA 22
N. Keïta,26,80,83,Liverpool,2018 ~ 2023,172cm,64kg,Right,€27.5M,Naby Keïta,"Nov 9, 2021",FIFA 22
Fred,28,80,80,Manchester United,2018 ~ 2023,169cm,62kg,Left,€18.5M,Frederico de Paula Santos,"Nov 9, 2021",FIFA 22
D. Henderson,24,80,85,Manchester United,2015 ~ 2025,188cm,85kg,Right,€25.5M,Dean Henderson,"Nov 9, 2021",FIFA 22
S. McTominay,24,80,84,Manchester United,2013 ~ 2025,193cm,88kg,Right,€27.5M,Scott McTominay,"Nov 9, 2021",FIFA 22
A. Saint-Maximin,24,80,85,Newcastle United,2019 ~ 2026,173cm,67kg,Right,€32M,Allan Saint-Maximin,"Nov 9, 2021",FIFA 22
D. Alli,25,80,82,Tottenham Hotspur,2015 ~ 2024,188cm,80kg,Right,€26.5M,Dele Alli,"Nov 9, 2021",FIFA 22
S. Bergwijn,23,80,83,Tottenham Hotspur,2020 ~ 2025,178cm,78kg,Right,€29M,Steven Bergwijn,"Nov 9, 2021",FIFA 22
G. Lo Celso,25,80,84,Tottenham Hotspur,2020 ~ 2025,177cm,68kg,Left,€29M,Giovani Lo Celso,"Nov 9, 2021",FIFA 22
A. Ogbonna,33,80,80,West Ham United,2015 ~ 2022,191cm,86kg,Left,€10M,Angelo Ogbonna,"Nov 9, 2021",FIFA 22
N. Vlašić,23,80,86,West Ham United,2021 ~ 2026,178cm,79kg,Right,€33.5M,Nikola Vlašić,"Nov 9, 2021",FIFA 22
V. Coufal,28,80,80,West Ham United,2020 ~ 2023,175cm,76kg,Right,€19M,Vladimír Coufal,"Nov 9, 2021",FIFA 22
J. Evans,33,80,80,Leicester City,2018 ~ 2023,188cm,77kg,Right,€10M,Jonny Evans,"Nov 9, 2021",FIFA 22
Ç. Söyüncü,25,80,83,Leicester City,2018 ~ 2023,185cm,82kg,Right,€25M,Çağlar Söyüncü,"Nov 9, 2021",FIFA 22
H. Barnes,23,80,82,Leicester City,2016 ~ 2025,180cm,66kg,Right,€27.5M,Harvey Barnes,"Nov 9, 2021",FIFA 22
João Moutinho,34,80,80,Wolverhampton Wanderers,2018 ~ 2022,170cm,61kg,Right,€9.5M,João Filipe Moutinho,"Nov 9, 2021",FIFA 22
Jonny,27,80,81,Wolverhampton Wanderers,2019 ~ 2025,170cm,70kg,Right,€22M,Jonathan Castro Otto,"Nov 9, 2021",FIFA 22
Nélson Semedo,27,80,81,Wolverhampton Wanderers,2020 ~ 2023,177cm,69kg,Right,€22M,Nélson Cabral Semedo,"Nov 9, 2021",FIFA 22
Guaita,34,80,80,Crystal Palace,2018 ~ 2023,190cm,80kg,Right,€3.6M,Vicente Guaita Panadero,"Nov 9, 2021",FIFA 22
J. Bamba,25,80,83,LOSC Lille,2018 ~ 2023,175cm,70kg,Right,€28M,Jonathan Bamba,"Nov 9, 2021",FIFA 22
Renato Sanches,23,80,86,LOSC Lille,2019 ~ 2023,176cm,70kg,Right,€33M,Renato Júnior Luz Sanches,"Nov 9, 2021",FIFA 22
J. Denayer,26,80,83,Olympique Lyonnais,2018 ~ 2022,184cm,80kg,Right,€24.5M,Jason Denayer,"Nov 9, 2021",FIFA 22
Bruno Guimarães,23,80,85,Olympique Lyonnais,2020 ~ 2024,182cm,78kg,Right,€29M,Bruno Guimarães Moura,"Nov 9, 2021",FIFA 22
